web-scraper-order,web-scraper-start-url,articles_links,articles_links-href,etat,marque,annee,boite_vitesse,adresse,prix,image_lien-src
"1706252717-51","https://www.expat-dakar.com/voitures?page=45","Toyota Corolla
D'occasionToyota2010
Liberte 6,
Dakar

lundi, 08:24

765858939","https://www.expat-dakar.com/annonce/toyota-corolla-5986403","D'occasion","Toyota","2010","","Liberte 6

Dakar","","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8cfe898bd7b4adc546e4f32490aa7709/-/horizon-files-prod/ed/picture/q0gw07xk/38f169d7f7cf9864a820d1fb647c5e1e8ecd01e1.jpg"
"1706252720-52","https://www.expat-dakar.com/voitures?page=45","Toyota D4D corolla
D'occasionToyota2009Manuelle
Parcelles Assainies,
Dakar

lundi, 08:27

3 800 000 F Cfa

783034659","https://www.expat-dakar.com/annonce/toyota-d4d-corolla-5985960","D'occasion","Toyota","2009","Manuelle","Parcelles Assainies

Dakar","3 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/a331502b7a72f1d1c5b51697cc5f7d4e/-/horizon-files-prod/ed/picture/qpd6q69w/88a53fa115514d8388d50f874d6e61dac0c0d3c3.jpg"
"1706252722-53","https://www.expat-dakar.com/voitures?page=45","Hyundai Tucson 2011
D'occasionHyundai2011Automatique
Patte d‘oie,
Dakar

lundi, 08:30

5 000 000 F Cfa

772411212

782354335","https://www.expat-dakar.com/annonce/hyundai-tucson-2011-5986227","D'occasion","Hyundai","2011","Automatique","Patte d‘oie

Dakar","5 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ee75ece986a8ddf01b6dbcd3d0cd99c6/-/horizon-files-prod/ed/picture/qngxnp99/3cbedcf92d1e01722e071dc0bb2649c6ef8e8670.jpg"
"1706252725-54","https://www.expat-dakar.com/voitures?page=45","Ford escape 2014
D'occasionFord2014Automatique
Médina,
Dakar

lundi, 08:51

5 000 000 F Cfa

764852222

775459393","https://www.expat-dakar.com/annonce/ford-escape-2014-5979009","D'occasion","Ford","2014","Automatique","Médina

Dakar","5 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/fd7a328012322bd598930e476f1375e5/-/horizon-files-prod/ed/picture/q448mmr8/27fb1389a577c2ab464be4a02eec216fb9aa7e69.jpg"
"1706252727-55","https://www.expat-dakar.com/voitures?page=45","Ford escape 2014
D'occasionFord2014Automatique
Médina,
Dakar

lundi, 08:52

4 500 000 F Cfa

764852222

775459393","https://www.expat-dakar.com/annonce/ford-escape-2014-5834591","D'occasion","Ford","2014","Automatique","Médina

Dakar","4 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/41e349f8d7f655423854df3265168ccd/-/horizon-files-prod/ed/picture/q0g2eqq6/8226e5f66f86ee153d30b828f6529c4def40c472.jpg"
"1706252730-56","https://www.expat-dakar.com/voitures?page=45","Hyundia sonata
VenantHyundai2016Automatique
Ouest foire,
Dakar

lundi, 08:52

7 800 000 F Cfa

771182598","https://www.expat-dakar.com/annonce/hyundia-sonata-5984409","Venant","Hyundai","2016","Automatique","Ouest foire

Dakar","7 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c8a9e5305f6c8305d7a6e12b89bfe850/-/horizon-files-prod/ed/picture/q448qj72/a76353785d58530c06796f623ab08fbd9f51ddeb.jpg"
"1706252732-57","https://www.expat-dakar.com/voitures?page=45","Hyundia tucson
VenantHyundai2016Automatique
Ouest foire,
Dakar

lundi, 08:53

12 000 000 F Cfa

771182598","https://www.expat-dakar.com/annonce/hyundia-tucson-5972921","Venant","Hyundai","2016","Automatique","Ouest foire

Dakar","12 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7e42531b882e4415ec99d47fc1692377/-/horizon-files-prod/ed/picture/qzvde70x/61c8abf685f025394abc12ddb02d9bc6c3c40956.jpg"
"1706252734-58","https://www.expat-dakar.com/voitures?page=45","Kia Sportage
D'occasionKia2017Automatique
Dieuppeul,
Dakar

lundi, 09:28

10 900 000 F Cfa

781952263

338241697","https://www.expat-dakar.com/annonce/kia-sportage-5976488","D'occasion","Kia","2017","Automatique","Dieuppeul

Dakar","10 900 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e65849f9ebde2f254d9d9b0cc349e118/-/horizon-files-prod/ed/picture/q6xkmn64/5c034a9e219c40e0b0d1dea8ed9eedd65187c1e8.jpg"
"1706252737-59","https://www.expat-dakar.com/voitures?page=45","JEEP WRANGLER
VenantJeep2014Automatique
Golf,
Dakar

lundi, 09:37

15 500 000 F Cfa

775336488","https://www.expat-dakar.com/annonce/jeep-wrangler-5986645","Venant","Jeep","2014","Automatique","Golf

Dakar","15 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/5e5bed17f11621a4119163783e2b3500/-/horizon-files-prod/ed/picture/q785rj7j/c25402fd9f0f6e382011ef3bdc6206e13f6146bb.jpg"
"1706252739-60","https://www.expat-dakar.com/voitures?page=45","Jeep grand cherokee
VenantJeep2015Automatique
Ouest foire,
Dakar

lundi, 09:38

14 500 000 F Cfa

771182598","https://www.expat-dakar.com/annonce/jeep-grand-cherokee-5986672","Venant","Jeep","2015","Automatique","Ouest foire

Dakar","14 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7f71f1b111534cac28fa7dfdf305d339/-/horizon-files-prod/ed/picture/qwe25r2j/5b6ee18f08aca35e20af2b90a8fa0df07ac33abd.jpg"
"1706252744-61","https://www.expat-dakar.com/voitures?page=44","LAND ROVER DISCOVERY SPORT 2016
VenantLand Rover2016Automatique
Almadies,
Dakar

lundi, 09:59

12 500 000 F Cfa

776848282","https://www.expat-dakar.com/annonce/land-rover-discovery-sport-2016-5898690","Venant","Land Rover","2016","Automatique","Almadies

Dakar","12 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/dbbb2020c190a7cd0bf98451a78e4fd6/-/horizon-files-prod/ed/picture/qv4eenkg/6c328afd9954a3db2a208d073408400abd829434.jpg"
"1706252747-62","https://www.expat-dakar.com/voitures?page=44","Mercedes Benz 2013
D'occasionMercedes-Benz2013Automatique
Liberte 6 extension,
Dakar

lundi, 10:04

Vendeur vérifié

5 500 000 F Cfa

774408444","https://www.expat-dakar.com/annonce/mercedes-benz-2013-5965511","D'occasion","Mercedes-Benz","2013","Automatique","Liberte 6 extension

Dakar","5 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bbe86fe11e58e3956520f84739cb329e/-/horizon-files-prod/ed/picture/qxj2x8qn/33bb749a0e3d080ee03113b4dfdbe7098d7a4e2c.jpg"
"1706252749-63","https://www.expat-dakar.com/voitures?page=44","FORD FOCUS TITANIUM 2014
D'occasionFord2014Automatique
Colobane,
Dakar

lundi, 10:12

Vendeur vérifié

3 600 000 F Cfa

777383457","https://www.expat-dakar.com/annonce/ford-focus-titanium-2014-5986712","D'occasion","Ford","2014","Automatique","Colobane

Dakar","3 600 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8b94818834cc428c22471a8ed05ab81d/-/horizon-files-prod/ed/picture/qm5p9006/cff35ab92fddf314eeaf6f6c17cd406f09488032.jpg"
"1706252752-64","https://www.expat-dakar.com/voitures?page=44","BMW X5 XDRIVE 2015
VenantBMW2015Automatique
Sacré-cœur,
Dakar

lundi, 10:14

Vendeur vérifié

19 500 000 F Cfa

776617765","https://www.expat-dakar.com/annonce/bmw-x5-xdrive-2015-5986708","Venant","BMW","2015","Automatique","Sacré-cœur

Dakar","19 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ac301de9556532a1e0396313d965cb53/-/horizon-files-prod/ed/picture/q8v5xmmz/bc7865f85e6f182855930801d55181f070b2dd1b.jpg"
"1706252754-65","https://www.expat-dakar.com/voitures?page=44","TOYOTA VENZA 2013
D'occasionToyota2013Automatique
Colobane,
Dakar

lundi, 10:17

Vendeur vérifié

6 000 000 F Cfa

777383457","https://www.expat-dakar.com/annonce/toyota-venza-2013-5986721","D'occasion","Toyota","2013","Automatique","Colobane

Dakar","6 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/7e4b28d19f2eee739fea5e2a9c8d67d6/-/horizon-files-prod/ed/picture/qzvd588k/bb17e218f92fd704c0f2dabaa868f222cecfd377.jpg"
"1706252756-66","https://www.expat-dakar.com/voitures?page=44","Naissan sentra 2013
D'occasionNissan2013Automatique
Hlm,
Dakar

lundi, 10:21

3 950 000 F Cfa

775406818","https://www.expat-dakar.com/annonce/naissan-sentra-2013-5986725","D'occasion","Nissan","2013","Automatique","Hlm

Dakar","3 950 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1c32c156eb9995d54550424b3b8824fa/-/horizon-files-prod/ed/picture/q0gw0kke/7007411b49e2d45b47b3a2cda93d57861d1c6920.jpg"
"1706252759-67","https://www.expat-dakar.com/voitures?page=44","Chevrolet Traverse 2012
D'occasionChevrolet2012Automatique
Diourbel,
Diourbel

lundi, 10:44

Vendeur vérifié

5 700 000 F Cfa

783996456","https://www.expat-dakar.com/annonce/chevrolet-traverse-2012-5986747","D'occasion","Chevrolet","2012","Automatique","Diourbel

Diourbel","5 700 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/20652dac0de53d9c52909f0daea802ee/-/horizon-files-prod/ed/picture/q0gw0kne/82e86f46b61c63bedac02f398764e16c5d3b2f77.jpg"
"1706252761-68","https://www.expat-dakar.com/voitures?page=44","Mitsubishi Outlander
NeufMitsubishi2015Automatique
Guediawaye,
Dakar

jeudi, 12:03

Vendeur vérifié

7 750 000 F Cfa

771572577","https://www.expat-dakar.com/annonce/mitsubishi-outlander-5833022","Neuf","Mitsubishi","2015","Automatique","Guediawaye

Dakar","7 750 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c831450579ca240a8b7a6e4e6c0f39f8/-/horizon-files-prod/ed/picture/q6x6e9wv/1e71ed0c1541daba56626953ad7b245eb8e43205.jpg"
"1706252764-69","https://www.expat-dakar.com/voitures?page=44","Jeep CHEROKEE 2015
D'occasionJeep2015Automatique
Hlm,
Dakar

lundi, 10:26

8 000 000 F Cfa

775406818","https://www.expat-dakar.com/annonce/jeep-cherokee-2015-5986729","D'occasion","Jeep","2015","Automatique","Hlm

Dakar","8 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/e37ed25153f8da6f5ddcf1380fdc545d/-/horizon-files-prod/ed/picture/qq478z94/de86bbfc8d45a9ba57d8bb32827d4ad10caceae2.jpg"
"1706252766-70","https://www.expat-dakar.com/voitures?page=44","Voiture 4x4 over great wall
D'occasionGreat Wall2008Manuelle
Grand-Dakar,
Dakar

lundi, 10:55

2 200 000 F Cfa

776549267","https://www.expat-dakar.com/annonce/voiture-4x4-over-great-wall-5986733","D'occasion","Great Wall","2008","Manuelle","Grand-Dakar

Dakar","2 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/c2be15f2ca704c657a64fd17ce619365/-/horizon-files-prod/ed/picture/qxj2e8g8/b84c1702dd62cac76302fa01cbf0677811de88f4.jpg"
"1706252771-71","https://www.expat-dakar.com/voitures?page=43","Dodge Journey
D'occasionDodge2009Automatique
Sicap foire,
Dakar

lundi, 11:14

2 900 000 F Cfa

785665956","https://www.expat-dakar.com/annonce/dodge-journey-5981579","D'occasion","Dodge","2009","Automatique","Sicap foire

Dakar","2 900 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/af8e252d01c19bd77e3f183ec7721ac6/-/horizon-files-prod/ed/picture/qgq906k2/9573bd614338f241eda34d0ad360f1bbffed5f81.jpg"
"1706252773-72","https://www.expat-dakar.com/voitures?page=43","Ford titanium 2017
VenantFord2017Automatique
VDN,
Dakar

lundi, 11:15

1 F Cfa

776502660

772304743","https://www.expat-dakar.com/annonce/ford-titanium-2017-5986782","Venant","Ford","2017","Automatique","VDN

Dakar","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/3e7ede3eb929e467e851d42f9f026dd0/-/horizon-files-prod/ed/picture/qpd6qgj2/2f6998db52185a105ddb1277f92cba354c8e4021.jpg"
"1706252776-73","https://www.expat-dakar.com/voitures?page=43","BMW X5 2015
NeufBMW2015Automatique
Cité Damel,
Dakar

lundi, 11:17

17 700 000 F Cfa

776913661

776316995

763010913","https://www.expat-dakar.com/annonce/bmw-x5-2015-5981743","Neuf","BMW","2015","Automatique","Cité Damel

Dakar","17 700 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/ff8c74a828559ab3aad471418bd4a6cc/-/horizon-files-prod/ed/picture/qzvd60gx/29e718a3a17d9a26583f4bff6ec2cfdb2a8ad998.jpg"
"1706252778-74","https://www.expat-dakar.com/voitures?page=43","Mercedes-Benz GLE 2021
D'occasionMercedes-Benz2021Automatique
VDN,
Dakar

lundi, 11:20

1 F Cfa

776502660

772304743","https://www.expat-dakar.com/annonce/mercedes-benz-gle-2021-5986784","D'occasion","Mercedes-Benz","2021","Automatique","VDN

Dakar","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/1ea01685f85e306c57e9f5740a3e78be/-/horizon-files-prod/ed/picture/qdekj92j/21ca4e91d2abcb7c8dca7f3771fbe704fa88e95c.jpg"
"1706252781-75","https://www.expat-dakar.com/voitures?page=43","Toyota corolla hybride 2019
VenantToyota2019Automatique
VDN,
Dakar

lundi, 11:20

1 F Cfa

776502660

772304743","https://www.expat-dakar.com/annonce/toyota-corolla-hybride-2019-5984906","Venant","Toyota","2019","Automatique","VDN

Dakar","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/0af223ce290067bb245edaa61977f5b8/-/horizon-files-prod/ed/picture/qwe25e8p/3c5d9d82a6c71256771564c9bfcc592be297a5be.jpg"
"1706252783-76","https://www.expat-dakar.com/voitures?page=43","Mercedes Glc 300 2018
VenantMercedes-Benz2018Automatique
VDN,
Dakar

lundi, 11:20

1 F Cfa

776502660

772304743","https://www.expat-dakar.com/annonce/mercedes-glc-300-2018-5984900","Venant","Mercedes-Benz","2018","Automatique","VDN

Dakar","1 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/d65b243295a09f2dfd872ed03a361cbf/-/horizon-files-prod/ed/picture/q6xk4xzg/91db7e1e59d9bb635938eaa812d2a0ce1e380422.jpg"
"1706252785-77","https://www.expat-dakar.com/voitures?page=43","Mazda cx9 année 2016
VenantMazda2016Automatique
Mamelles,
Dakar

lundi, 11:32

9 850 000 F Cfa

771742774

771742774","https://www.expat-dakar.com/annonce/mazda-cx9-annee-2016-5986814","Venant","Mazda","2016","Automatique","Mamelles

Dakar","9 850 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9c6734b7c11f9bb0b291cac8a8e0944e/-/horizon-files-prod/ed/picture/qkrgv70w/dad0e08b5512e5d942891fe3225dcd4ed6161ec8.jpg"
"1706252788-78","https://www.expat-dakar.com/voitures?page=43","Pickup nissan harbody 2018
D'occasionNissan2018Manuelle
Almadies,
Dakar

lundi, 11:55

5 500 000 F Cfa

776569382

764636262","https://www.expat-dakar.com/annonce/pickup-nissan-harbody-2018-5986846","D'occasion","Nissan","2018","Manuelle","Almadies

Dakar","5 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/76a38b1e77e56afa7b6d7e30f6a57ac2/-/horizon-files-prod/ed/picture/qv4e5dqk/4b2738ddf26c17d4764ee196862eb687891b2e29.jpg"
"1706252790-79","https://www.expat-dakar.com/voitures?page=43","Mercedes GL 450
D'occasionMercedes-Benz2011Automatique
Ngor,
Dakar

lundi, 12:01

7 500 000 F Cfa

774795818","https://www.expat-dakar.com/annonce/mercedes-gl-450-5968315","D'occasion","Mercedes-Benz","2011","Automatique","Ngor

Dakar","7 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8bcb50b5165602465b0fc6f6509db270/-/horizon-files-prod/ed/picture/qj4r2w64/ed84343c93673eeb3721a54af7bedeeafff913e7.jpg"
"1706252792-80","https://www.expat-dakar.com/voitures?page=43","Toyota highlander
NeufToyota2019Automatique
Ouest foire,
Dakar

lundi, 12:01

26 500 000 F Cfa

771182598","https://www.expat-dakar.com/annonce/toyota-highlander-5986749","Neuf","Toyota","2019","Automatique","Ouest foire

Dakar","26 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9eb69b88695caa5d251adf44f731c304/-/horizon-files-prod/ed/picture/qngxn97r/ab20c6ece164144bc85ae09b03e714338b0b5d7f.jpg"
"1706252798-81","https://www.expat-dakar.com/voitures?page=42","Toyota rav4
VenantToyota2016Automatique
Ouest foire,
Dakar

lundi, 12:01

14 500 000 F Cfa

771182598","https://www.expat-dakar.com/annonce/toyota-rav4-5979146","Venant","Toyota","2016","Automatique","Ouest foire

Dakar","14 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4acdb7b2943f14e25fbb1eb4e96a5534/-/horizon-files-prod/ed/picture/qv4eqq0k/038dd46fa099b8422fb2c879e6a0e4c51cc80337.jpg"
"1706252800-82","https://www.expat-dakar.com/voitures?page=42","Ford Fusion 2014
D'occasionFord2014Automatique
Médina,
Dakar

vendredi, 10:41

4 200 000 F Cfa

773464496

781023981","https://www.expat-dakar.com/annonce/ford-fusion-2014-5984883","D'occasion","Ford","2014","Automatique","Médina

Dakar","4 200 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/9869267a3a126cee2a2fafd602eb2a41/-/horizon-files-prod/ed/picture/q2jqnj5q/7838fcb1865a71e66ae3d1e40eaa2d0ba5f02959.jpg"
"1706252802-83","https://www.expat-dakar.com/voitures?page=42","Hyundia santa fe
NeufHyundai2019Automatique
Ouest foire,
Dakar

lundi, 12:06

18 500 000 F Cfa

771182598","https://www.expat-dakar.com/annonce/hyundia-santa-fe-5986885","Neuf","Hyundai","2019","Automatique","Ouest foire

Dakar","18 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/cdf3e92c9df3cb9986ef3688764da645/-/horizon-files-prod/ed/picture/q56x8p2x/c50ea2be82a91e46a07a7e9133c07205e92ab2f9.jpg"
"1706252805-84","https://www.expat-dakar.com/voitures?page=42","Hyundai Sonata 2016
VenantHyundai2016Automatique
Sacré-cœur,
Dakar

lundi, 12:06

7 000 000 F Cfa

784210573

784210573","https://www.expat-dakar.com/annonce/hyundai-sonata-2016-5986883","Venant","Hyundai","2016","Automatique","Sacré-cœur

Dakar","7 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/27039fc5508b3f601273ade124e11be1/-/horizon-files-prod/ed/picture/q2jqnk2j/57453907114649efc4f40735747f595a2da062ae.jpg"
"1706252807-85","https://www.expat-dakar.com/voitures?page=42","Santafe 2016 venant Corée
VenantHyundai2016Automatique
Liberte 6,
Dakar

lundi, 12:10

11 800 000 F Cfa

776974726","https://www.expat-dakar.com/annonce/santafe-2016-venant-coree-5982319","Venant","Hyundai","2016","Automatique","Liberte 6

Dakar","11 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/050f6b6ad3570f5d2125fc866793518f/-/horizon-files-prod/ed/picture/q56x5jx2/2b00706fd98f26baca4954e07b9f5bcd16d1359f.jpg"
"1706252810-86","https://www.expat-dakar.com/voitures?page=42","FORD EDGE SEL 2014
D'occasionFord2014Automatique
Colobane,
Dakar

lundi, 12:10

Vendeur vérifié

5 500 000 F Cfa

777383457","https://www.expat-dakar.com/annonce/ford-edge-sel-2014-5986899","D'occasion","Ford","2014","Automatique","Colobane

Dakar","5 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/452378dc8c51da346bc3167a0602955e/-/horizon-files-prod/ed/picture/qxj2e8nv/3d75ec7592fd6d9d0d8af72b324e1d3a30707d90.jpg"
"1706252812-87","https://www.expat-dakar.com/voitures?page=42","Pick-up Ford F150 XLT Super Crew
D'occasionFord2011Automatique
Almadies,
Dakar

lundi, 12:12

10 500 000 F Cfa

776569382

764636262","https://www.expat-dakar.com/annonce/pick-up-ford-f150-xlt-super-crew-5986888","D'occasion","Ford","2011","Automatique","Almadies

Dakar","10 500 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/8a863222a6938e02bee867583f938ab8/-/horizon-files-prod/ed/picture/q6xk4q2n/c39552d03873b86c478fceb135bf5f1dea2436ba.jpg"
"1706252814-88","https://www.expat-dakar.com/voitures?page=42","Kia K5
VenantKia2016Automatique
Sacré-cœur,
Dakar

lundi, 12:15

7 000 000 F Cfa

784210573

784210573","https://www.expat-dakar.com/annonce/kia-k5-5986906","Venant","Kia","2016","Automatique","Sacré-cœur

Dakar","7 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/4b6f6ac434356d5051937c97db329b51/-/horizon-files-prod/ed/picture/qwe25r0z/ac71d6a35e132bf7df58867c720746bf6e81607b.jpg"
"1706252817-89","https://www.expat-dakar.com/voitures?page=42","Range Rover sport
D'occasionRange Rover2016Automatique
Fann,
Dakar

lundi, 12:16

18 800 000 F Cfa

781013737","https://www.expat-dakar.com/annonce/range-rover-sport-5963982","D'occasion","Range Rover","2016","Automatique","Fann

Dakar","18 800 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/69045b0c794a89cca57697e55c8a4f4e/-/horizon-files-prod/ed/picture/qpd62w0w/7614ee1bb2b8600b8cfa5b0d502105d4d014f7b8.jpg"
"1706252819-90","https://www.expat-dakar.com/voitures?page=42","Kia Sorento
D'occasionKia2012Automatique
Dalifort,
Dakar

Hier, 15:24

4 600 000 F Cfa

773142634","https://www.expat-dakar.com/annonce/kia-sorento-5968542","D'occasion","Kia","2012","Automatique","Dalifort

Dakar","4 600 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/b1b3db2f41ed109ca0f4c0b6ca0425df/-/horizon-files-prod/ed/picture/qenq278x/2e8957e9b7af71363d417b8cb2131881ff420bd2.jpg"
"1706252824-91","https://www.expat-dakar.com/voitures?page=41","BMW X3
VenantBMW2015Automatique
Dalifort,
Dakar

lundi, 12:19

12 000 000 F Cfa

773142634","https://www.expat-dakar.com/annonce/bmw-x3-5968554","Venant","BMW","2015","Automatique","Dalifort

Dakar","12 000 000 F Cfa","https://i.roamcdn.net/hz/ed/listing-thumb-543w/bee0c57dad2c147a69c18d6cff2eb2d4/-/horizon-files-prod/ed/picture/qrzv50wg/71284e784085176e6fda18055b998222281e4f27.jpg"
